Prcie,Unit,Date,Type,Area,Towards,Floor,Arichi,Elevator,Year,Pro,ProR,Decorate,Community,Address,PlotR,Address2,GreenR,Domain,Park,FinishYear
90,12857,今天,2室1厅1卫,建面70㎡,南北向,中层(共7层),"普通住宅 | 板楼	",无电梯,2002年,满五唯一,70年商品房,精装修,铁设院小区,"雁塔 - 西影路 - 
西影路,近新安路",容积率：2.20,"所在地址：西影路,近新安路",绿化率：26%,所在区域：雁塔 - 西影路,停车位：暂无信息,竣工时间：2018年
95,14393,5天前,2室2厅1卫,建面66㎡,北向,中层(共26层),"普通住宅 | 塔楼	",有电梯,2009年,满五年,70年商品房,精装修,康桥边的院子,"曲江新区 - 雁翔路 - 
雁翔路99号",容积率：3.90,所在地址：雁翔路99号,绿化率：46%,所在区域：曲江新区 - 雁翔路,停车位：160,竣工时间：2018年
67,7444,6天前,2室2厅1卫,建面90㎡,南北向,中层(共32层),"普通住宅 | 板楼	",有电梯,2015年,满二唯一,70年商品房,毛坯,嘉园蓝湖九郡,"泾渭新区 - 马家湾 - 
渭阳路,近西高路",容积率：3.14,"所在地址：渭阳路,近西高路",绿化率：38%,所在区域：泾渭新区 - 马家湾,停车位：暂无信息,竣工时间：2018年
128,12075,5天前,2室2厅1卫,建面106㎡,南北向,高层(共33层),"普通住宅 | 板塔结合	",有电梯,2009年,满五年,70年商品房,精装修,海璟时代,"未央 - 凤城五路 - 
文景路中段25号",容积率：6.60,所在地址：文景路中段25号,绿化率：46%,所在区域：未央 - 凤城五路,停车位：1300,竣工时间：2018年
55,5445,6天前,3室2厅1卫,建面101㎡,南北向,中层(共24层),"普通住宅 | 板楼	",有电梯,2015年,满五唯一,70年商品房,毛坯,泾渭分明生态半岛,"泾渭新区 - 马家湾 - 
长庆东路,近泾渭十一路",容积率：1.00,"所在地址：长庆东路,近泾渭十一路",绿化率：50%,所在区域：泾渭新区 - 马家湾,停车位：暂无信息,竣工时间：2018年
68,7157,6天前,2室2厅1卫,建面95㎡,南北向,中层(共32层),"普通住宅 | 板楼	",有电梯,2016年,满二唯一,70年商品房,毛坯,泾渭上城,"高陵 - 
南环东路",容积率：1.08,所在地址：南环东路,绿化率：42%,所在区域：高陵,停车位：共837个,竣工时间：2018年
68,7157,6天前,2室2厅1卫,建面95㎡,南北向,中层(共32层),"普通住宅 | 板楼	",有电梯,2016年,满二唯一,70年商品房,毛坯,中南春溪集,"高陵 - 
陕汽路,近渭华路",容积率：暂无信息,"所在地址：陕汽路,近渭华路",绿化率：暂无信息,所在区域：高陵,停车位：暂无信息,竣工时间：暂无信息
385,12005,5天前,6室4厅4卫,建面320㎡,南北向,高层(共11层),"普通住宅 | 板塔结合	",有电梯,2010年,满五年,70年商品房,精装修,福宝园,"未央 - 凤城六路 - 
凤城七路",容积率：4.00,所在地址：凤城七路,绿化率：48%,所在区域：未央 - 凤城六路,停车位：暂无信息,竣工时间：2018年
73,7087,6天前,3室2厅1卫,建面103㎡,南北向,高层(共32层),"普通住宅 | 板楼	",有电梯,2016年,满二唯一,70年商品房,毛坯,龙发天泉湾,"高陵 - 
鹿苑大道,近徐船路",容积率：暂无信息,"所在地址：鹿苑大道,近徐船路",绿化率：暂无信息,所在区域：高陵,停车位：暂无信息,竣工时间：暂无信息
68,6732,6天前,3室2厅1卫,建面101㎡,南北向,中层(共32层),"普通住宅 | 板楼	",有电梯,2017年,满二唯一,70年商品房,毛坯,新城悦隽公园里,"高陵 - 
泾环北路,近西高路",容积率：3.00,"所在地址：泾环北路,近西高路",绿化率：35%,所在区域：高陵,停车位：暂无信息,竣工时间：暂无信息
59,5841,6天前,3室2厅1卫,建面101㎡,南北向,高层(共32层),"普通住宅 | 板楼	",有电梯,2017年,满二唯一,70年商品房,毛坯,泾渭华府,"泾渭新区 - 马家湾 - 
泾渭五路,近长庆东路",容积率：4.12,"所在地址：泾渭五路,近长庆东路",绿化率：36%,所在区域：泾渭新区 - 马家湾,停车位：暂无信息,竣工时间：2018年
53,12926,6天前,1室0厅1卫,建面41㎡,东向,中层(共32层),"普通住宅 | 板楼	",有电梯,2009年,满五年,70年商品房,简单装修,纯翠花园,"雁塔 - 西影路 - 
西影路209号",容积率：暂无信息,所在地址：西影路209号,绿化率：30%,所在区域：雁塔 - 西影路,停车位：暂无信息,竣工时间：2018年
66,7333,6天前,2室2厅1卫,建面90㎡,南北向,中层(共32层),"普通住宅 | 板楼	",有电梯,2015年,满二唯一,70年商品房,毛坯,城市蓝湾,"未央 - 经济技术开发区 - 
泾渭一路16号",容积率：3.50,所在地址：泾渭一路16号,绿化率：40%,所在区域：未央 - 经济技术开发区,停车位：暂无信息,竣工时间：2018年
65,6316,6天前,2室2厅1卫,建面102㎡,南北向,中层(共32层),"普通住宅 | 板楼	",有电梯,2018年,满五唯一,70年商品房,毛坯,天下荣郡,"泾渭新区 - 其他 - 
鹿苑大道",容积率：2.90,所在地址：鹿苑大道,绿化率：35%,所在区域：泾渭新区 - 其他,停车位：暂无信息,竣工时间：2018年
70,6930,6天前,3室2厅1卫,建面101㎡,南北向,中层(共32层),"普通住宅 | 板楼	",有电梯,2016年,满二唯一,70年商品房,毛坯,新城悦隽公园里,"高陵 - 
泾环北路,近西高路",容积率：3.00,"所在地址：泾环北路,近西高路",绿化率：35%,所在区域：高陵,停车位：暂无信息,竣工时间：暂无信息
66,6534,6天前,3室2厅1卫,建面101㎡,南北向,中层(共32层),"普通住宅 | 板楼	",有电梯,2018年,满二唯一,70年商品房,毛坯,城市蓝湾,"未央 - 经济技术开发区 - 
泾渭一路16号",容积率：3.50,所在地址：泾渭一路16号,绿化率：40%,所在区域：未央 - 经济技术开发区,停车位：暂无信息,竣工时间：2018年
69.9,6920,6天前,3室2厅1卫,建面101㎡,南北向,中层(共32层),"普通住宅 | 板楼	",有电梯,2018年,满二唯一,70年商品房,毛坯,龙发天泉湾,"高陵 - 
鹿苑大道,近徐船路",容积率：暂无信息,"所在地址：鹿苑大道,近徐船路",绿化率：暂无信息,所在区域：高陵,停车位：暂无信息,竣工时间：暂无信息
79,8315,6天前,2室2厅1卫,建面95㎡,南向,中层(共24层),"普通住宅 | 板塔结合	",有电梯,2016年,唯一住房,70年商品房,简单装修,北方融城,"高陵 - 
泾渭路,近305县道",容积率：2.64,"所在地址：泾渭路,近305县道",绿化率：43.5%,所在区域：高陵,停车位：暂无信息,竣工时间：2018年
67,6633,6天前,3室2厅1卫,建面101㎡,南北向,中层(共32层),"普通住宅 | 板楼	",有电梯,2015年,满五唯一,70年商品房,毛坯,中南春溪集,"高陵 - 
陕汽路,近渭华路",容积率：暂无信息,"所在地址：陕汽路,近渭华路",绿化率：暂无信息,所在区域：高陵,停车位：暂无信息,竣工时间：暂无信息
68,6732,6天前,3室2厅1卫,建面101㎡,南北向,高层(共32层),"普通住宅 | 板楼	",有电梯,2016年,满二唯一,70年商品房,毛坯,奥韵华府,"泾渭新区 - 其他 - 
西韩路,近昭慧路",容积率：3.50,"所在地址：西韩路,近昭慧路",绿化率：38.6%,所在区域：泾渭新区 - 其他,停车位：暂无信息,竣工时间：2018年
65,5652,6天前,3室2厅2卫,建面115㎡,南北向,中层(共32层),"普通住宅 | 板楼	",有电梯,2015年,满二唯一,70年商品房,毛坯,水岸明珠,"未央 - 经济技术开发区 - 
泾渭五路",容积率：3.50,所在地址：泾渭五路,绿化率：38%,所在区域：未央 - 经济技术开发区,停车位：暂无信息,竣工时间：2018年
138,14926,5天前,2室2厅1卫,建面92㎡,南向,中层(共28层),"普通住宅 | 塔楼	",有电梯,2012年,满二唯一,70年商品房,精装修,长延居会展明珠,"雁塔 - 电视塔 - 
长安南路98号",容积率：6.00,所在地址：长安南路98号,绿化率：45%,所在区域：雁塔 - 电视塔,停车位：800,竣工时间：2018年
71,6120,6天前,3室2厅2卫,建面116㎡,南北向,中层(共32层),"普通住宅 | 板楼	",有电梯,2018年,满二唯一,70年商品房,毛坯,乾基九境城,"未央 - 经济技术开发区 - 
鹿苑大道,近西高路",容积率：2.98,"所在地址：鹿苑大道,近西高路",绿化率：36%,所在区域：未央 - 经济技术开发区,停车位：暂无信息,竣工时间：2018年
70,6034,6天前,3室2厅2卫,建面116㎡,南北向,中层(共6层),"普通住宅 | 板楼	",无电梯,2006年,满五年,70年商品房,简单装修,景观城,"未央 - 辛家庙 - 
新兴路",容积率：暂无信息,所在地址：新兴路,绿化率：33%,所在区域：未央 - 辛家庙,停车位：暂无信息,竣工时间：2018年
70,6802,6天前,3室2厅1卫,建面102㎡,南北向,中层(共32层),"普通住宅 | 板楼	",有电梯,2014年,满二唯一,70年商品房,毛坯,天正银河湾,"高陵 - 
陕汽大道1号",容积率：3.80,所在地址：陕汽大道1号,绿化率：42%,所在区域：高陵,停车位：暂无信息,竣工时间：2018年
69,7263,6天前,2室2厅1卫,建面95㎡,南北向,中层(共32层),"普通住宅 | 板楼	",有电梯,2018年,满二唯一,70年商品房,毛坯,龙泊湾,"泾渭新区 - 其他 - 
鹿苑大道",容积率：2.34,所在地址：鹿苑大道,绿化率：37%,所在区域：泾渭新区 - 其他,停车位：暂无信息,竣工时间：2018年
66,6534,6天前,2室2厅1卫,建面101㎡,南北向,中层(共32层),"普通住宅 | 板楼	",有电梯,2016年,满二唯一,70年商品房,毛坯,天下荣郡,"泾渭新区 - 其他 - 
鹿苑大道",容积率：2.90,所在地址：鹿苑大道,绿化率：35%,所在区域：泾渭新区 - 其他,停车位：暂无信息,竣工时间：2018年
68,6732,6天前,2室2厅1卫,建面101㎡,南北向,中层(共32层),"普通住宅 | 板楼	",有电梯,2016年,满二唯一,70年商品房,毛坯,城市蓝湾,"未央 - 经济技术开发区 - 
泾渭一路16号",容积率：3.50,所在地址：泾渭一路16号,绿化率：40%,所在区域：未央 - 经济技术开发区,停车位：暂无信息,竣工时间：2018年
68,7555,6天前,2室2厅1卫,建面90㎡,南北向,高层(共16层),"普通住宅 | 板楼	",有电梯,2016年,满二唯一,70年商品房,毛坯,龙泊湾,"泾渭新区 - 其他 - 
鹿苑大道",容积率：2.34,所在地址：鹿苑大道,绿化率：37%,所在区域：泾渭新区 - 其他,停车位：暂无信息,竣工时间：2018年
60,13953,6天前,1室1厅1卫,建面43㎡,南向,中层(共32层),"普通住宅 | 板楼	",有电梯,2013年,满二唯一,70年商品房,精装修,凯森福景雅苑,"雁塔 - 西影路 - 
南二环东段10号",容积率：4.30,所在地址：南二环东段10号,绿化率：41%,所在区域：雁塔 - 西影路,停车位：500,竣工时间：2018年
70,6363,6天前,3室2厅2卫,建面110㎡,南北向,中层(共24层),"普通住宅 | 板楼	",有电梯,2018年,满二唯一,70年商品房,毛坯,隆基泰和万和郡,"其他 - 
沣泾大道,近经五路",容积率：3.49,"所在地址：沣泾大道,近经五路",绿化率：35%,所在区域：其他,停车位：暂无信息,竣工时间：暂无信息
173,19438,5天前,3室2厅1卫,建面89㎡,南北向,低层(共32层),"普通住宅 | 板楼	",有电梯,2012年,不满两年,70年商品房,精装修,万科城一期,"长安 - 西长安街 - 
书香路",容积率：3.03,所在地址：书香路,绿化率：45%,所在区域：长安 - 西长安街,停车位：全部地下，户车比例为10.5。,竣工时间：2018年
160,17977,5天前,3室2厅1卫,建面89㎡,南北向,低层(共31层),"普通住宅 | 板楼	",有电梯,2012年,不满两年,70年商品房,精装修,万科城一期,"长安 - 西长安街 - 
书香路",容积率：3.03,所在地址：书香路,绿化率：45%,所在区域：长安 - 西长安街,停车位：全部地下，户车比例为10.5。,竣工时间：2018年
65,13541,今天,1室1厅1卫,建面48㎡,北向,中层(共23层),"普通住宅 | 板楼	",有电梯,2008年,满五年,70年商品房,精装修,太阳新城,"长安 - 韦曲 - 
太阳新街36号",容积率：暂无信息,所在地址：太阳新街36号,绿化率：40%,所在区域：长安 - 韦曲,停车位：400,竣工时间：2018年
200,12658,今天,3室2厅2卫,建面158㎡ | 套内148㎡,南北向,高层(共6层),"普通住宅 | 板楼	",无电梯,2000年,满两年,70年商品房,精装修,规划局家属院,"新城 - 互助路立交 - 
劳动南路",容积率：2.00,所在地址：劳动南路,绿化率：26%,所在区域：新城 - 互助路立交,停车位：暂无信息,竣工时间：2018年
305,20065,今天,3室2厅2卫,建面152㎡,南北向,中层(共11层),"普通住宅 | 板楼	",有电梯,2005年,满五年,70年商品房,精装修,锦园新世纪花园社区,"未央 - 二府庄 - 
玄武路69号",容积率：5.00,所在地址：玄武路69号,绿化率：53%,所在区域：未央 - 二府庄,停车位：2800,竣工时间：2018年
140,11290,今天,4室2厅2卫,建面124㎡,南北向,高层(共7层),"普通住宅 | 板楼	",无电梯,2000年,不满两年,70年商品房,简单装修,翠微园小区,"雁塔 - 翠华路 - 
翠华路170号",容积率：暂无信息,所在地址：翠华路170号,绿化率：10%,所在区域：雁塔 - 翠华路,停车位：暂无信息,竣工时间：1995年
220,13750,今天,3室2厅2卫,建面160㎡,南北向,高层(共18层),"普通住宅 | 板楼	",有电梯,2012年,不满两年,70年商品房,毛坯,天赐颐府,"长安 - 航天城 - 
神州三路239号",容积率：4.00,所在地址：神州三路239号,绿化率：30%,所在区域：长安 - 航天城,停车位：2388,竣工时间：2018年
280,25974,今天,2室2厅1卫,建面107㎡,南向,中层(共32层),"普通住宅 | 板楼	",有电梯,2014年,不满两年,70年商品房,毛坯,曲江紫汀苑,"莲湖 - 北院门 - 
芙蓉南路11号",容积率：2.50,所在地址：芙蓉南路11号,绿化率：53%,所在区域：莲湖 - 北院门,停车位：共3384个车位，其中地上254个，地下3130个，户车比例11.7。,竣工时间：2018年
140,15909,今天,2室1厅1卫,建面88㎡,南向,低层(共30层),"普通住宅 | 板楼	",有电梯,2013年,不满两年,70年商品房,毛坯,曲江千林郡,"雁塔 - 其他 - 
雁塔南路888号",容积率：3.50,所在地址：雁塔南路888号,绿化率：40%,所在区域：雁塔 - 其他,停车位：一期共1900个地下。,竣工时间：2018年
90,21951,今天,1室0厅1卫,建面41㎡,南向,低层(共34层),"普通住宅 | 板楼	",有电梯,2013年,不满两年,70年商品房,豪华装修,中海紫御华府,"曲江新区 - 芙蓉东路 - 
新开门北路506号",容积率：3.50,所在地址：新开门北路506号,绿化率：35%,所在区域：曲江新区 - 芙蓉东路,停车位：暂无信息,竣工时间：2018年
60,6072,5天前,2室1厅1卫,建面98㎡,南北向,高层(共18层),"普通住宅 | 板楼	",有电梯,2010年,满五唯一,70年商品房,精装修,龙府北郡,"未央 - 明光路 - 
永新路,近纬三十街",容积率：4.00,"所在地址：永新路,近纬三十街",绿化率：36%,所在区域：未央 - 明光路,停车位：300,竣工时间：2018年
102,19917,6天前,2室1厅2卫,建面51㎡,南向,中层(共20层),"普通住宅 | 板楼	",有电梯,2008年,满二唯一,70年商品房,精装修,汇景凯跃,"未央 - 龙首村 - 
龙首北路西段33号",容积率：4.00,所在地址：龙首北路西段33号,绿化率：30%,所在区域：未央 - 龙首村,停车位：共130个，全部为地上车位,竣工时间：2018年
108,9000,5天前,3室2厅2卫,建面120㎡,南北向,中层(共7层),"普通住宅 | 板楼	",无电梯,2002年,满五唯一,70年商品房,精装修,庆环小区,暂无信息,容积率：暂无信息,所在地址：二环南路东段76号,绿化率：21%,所在区域：,停车位：暂无信息,竣工时间：2018年
78,8965,5天前,3室1厅1卫,建面87㎡,南北向,暂无信息,"普通住宅 | 板楼	",无电梯,2000年,满五唯一,70年商品房,简单装修,梅园小区,"雁塔 - 西影路 - 
西影路65号",容积率：1.60,所在地址：西影路65号,绿化率：20%,所在区域：雁塔 - 西影路,停车位：暂无信息,竣工时间：2018年
158,11969,5天前,2室2厅2卫,建面132㎡,南北向,中层(共26层),"普通住宅	",有电梯,2006年,唯一住房,70年商品房,简单装修,银邦大厦,"新城 - 康复路 - 
永乐路,近兴业路",容积率：暂无信息,"所在地址：永乐路,近兴业路",绿化率：暂无信息,所在区域：新城 - 康复路,停车位：暂无信息,竣工时间：2018年
120,13963,5天前,2室2厅1卫,建面85㎡,南向,低层(共32层),"普通住宅 | 板楼	",有电梯,2012年,满五唯一,70年商品房,毛坯,绿地国际生态城五湖名邸东区,"雁塔 - 等驾坡 - 
东月路,近花间路",容积率：2.20,"所在地址：东月路,近花间路",绿化率：35%,所在区域：雁塔 - 等驾坡,停车位：暂无信息,竣工时间：2018年
50,12581,5天前,1室0厅1卫,建面39㎡,南向,高层(共18层),"普通住宅 | 板塔结合	",有电梯,2010年,满五唯一,70年商品房,精装修,恒大嘉里公馆,"新城 - 建工路 - 
建工路9号",容积率：3.73,所在地址：建工路9号,绿化率：20%,所在区域：新城 - 建工路,停车位：暂无信息,竣工时间：2018年
56,9333,5天前,2室1厅1卫,建面60㎡,南北向,低层(共6层),"普通住宅 | 板塔结合	",有电梯,2000年,满五唯一,70年商品房,简单装修,七十八中家属院,"雁塔 - 西影路 - 
康宁路",容积率：1.70,所在地址：康宁路,绿化率：19%,所在区域：雁塔 - 西影路,停车位：暂无信息,竣工时间：2018年
123,11826,5天前,3室2厅1卫,建面104㎡,南北向,高层(共19层),"普通住宅 | 板塔结合	",有电梯,2010年,满五唯一,70年商品房,精装修,克拉上城,"新城 - 建工路 - 
建工路",容积率：3.00,所在地址：建工路,绿化率：35%,所在区域：新城 - 建工路,停车位：120,竣工时间：2018年
133,15287,5天前,2室2厅1卫,建面87㎡,东南向,低层(共24层),"普通住宅 | 板楼	",有电梯,2012年,满五唯一,70年商品房,精装修,华清学府城,"新城 - 建工路 - 
幸福南路85号",容积率：3.50,所在地址：幸福南路85号,绿化率：35%,所在区域：新城 - 建工路,停车位：暂无信息,竣工时间：2018年
230,26136,6天前,2室2厅1卫,建面88㎡,南向,低层(共33层),"普通住宅 | 板楼	",有电梯,2012年,满五唯一,70年商品房,精装修,中海御湖,"曲江新区 - 芙蓉东路 - 
曲江路398号",容积率：3.56,所在地址：曲江路398号,绿化率：37%,所在区域：曲江新区 - 芙蓉东路,停车位：1600,竣工时间：2018年
300,26362,6天前,3室2厅2卫,建面113㎡,南北向,低层(共33层),"普通住宅 | 板楼	",有电梯,2010年,满五唯一,70年商品房,精装修,中海熙岸,"雁塔 - 其他 - 
芙蓉东路89号",容积率：暂无信息,所在地址：芙蓉东路89号,绿化率：35%,所在区域：雁塔 - 其他,停车位：暂无信息,竣工时间：2018年
130,10317,5天前,3室2厅2卫,建面126㎡,南北向,低层(共6层),"普通住宅 | 板楼	",无电梯,2002年,满五唯一,70年商品房,精装修,庆环小区,暂无信息,容积率：暂无信息,所在地址：二环南路东段76号,绿化率：21%,所在区域：,停车位：暂无信息,竣工时间：2018年
70,7534,6天前,2室2厅1卫,建面92㎡,南北向,中层(共7层),"普通住宅 | 板楼	",无电梯,2009年,满五年,70年商品房,精装修,湖畔家园,暂无信息,容积率：1.80,所在地址：广安路19号,绿化率：38%,所在区域：,停车位：暂无信息,竣工时间：2018年
63,8905,6天前,2室1厅1卫,建面70㎡,南向,中层(共32层),"普通住宅 | 板楼	",有电梯,2015年,满二唯一,70年商品房,毛坯,太和公园人家,"碑林 - 其他 - 
金花北路",容积率：6.00,所在地址：金花北路,绿化率：35%,所在区域：碑林 - 其他,停车位：共300个,竣工时间：2018年
270,15000,5天前,4室2厅2卫,建面180㎡,南北向,高层(共18层),"普通住宅 | 板楼	",有电梯,2005年,满五年,70年商品房,精装修,电力公司家属院,"碑林 - 长乐坊 - 
环城东路20号",容积率：2.30,所在地址：环城东路20号,绿化率：暂无信息,所在区域：碑林 - 长乐坊,停车位：暂无信息,竣工时间：2018年
66,5945,6天前,2室2厅1卫,建面111㎡,南北向,中层(共32层),"普通住宅 | 板楼	",有电梯,2017年,满二唯一,70年商品房,毛坯,鹿苑5号公馆,"泾渭新区 - 其他 - 
上林一路,近鹿苑大道",容积率：3.00,"所在地址：上林一路,近鹿苑大道",绿化率：41%,所在区域：泾渭新区 - 其他,停车位：暂无信息,竣工时间：2018年
86,10443,5天前,2室1厅1卫,建面82㎡,南向,中层(共28层),"普通住宅 | 板楼	",有电梯,2008年,满二唯一,70年商品房,精装修,蓝山国际公寓,"雁塔 - 电视塔 - 
农林巷3号",容积率：5.64,所在地址：农林巷3号,绿化率：35%,所在区域：雁塔 - 电视塔,停车位：地下两层，共200个。,竣工时间：2018年
48,11428,6天前,1室1厅1卫,建面42㎡,北向,中层(共17层),"普通住宅 | 板楼	",有电梯,2007年,满五年,70年商品房,精装修,怡兴大厦,"雁塔 - 电子正街 - 
电子正街87号",容积率：暂无信息,所在地址：电子正街87号,绿化率：40%,所在区域：雁塔 - 电子正街,停车位：暂无信息,竣工时间：2018年
65.6,6495,6天前,2室2厅1卫,建面101㎡,南北向,中层(共32层),"普通住宅 | 板楼	",有电梯,2013年,满五唯一,70年商品房,毛坯,天下荣郡,"泾渭新区 - 其他 - 
鹿苑大道",容积率：2.90,所在地址：鹿苑大道,绿化率：35%,所在区域：泾渭新区 - 其他,停车位：暂无信息,竣工时间：2018年
209,12743,5天前,3室3厅3卫,建面164㎡,南北向,暂无信息,"普通住宅 | 板楼	",无电梯,2004年,满二唯一,70年商品房,简单装修,雅荷度假山庄(别墅),"未央 - 凤城八路 - 
建设路,近北辰路",容积率：0.70,"所在地址：建设路,近北辰路",绿化率：55%,所在区域：未央 - 凤城八路,停车位：暂无信息,竣工时间：1970年
106,8983,5天前,3室2厅2卫,建面118㎡,西向,高层(共14层),"普通住宅 | 塔楼	",有电梯,2004年,满五年,70年商品房,精装修,城市之心,"碑林 - 南大街 - 
端履门2号",容积率：2.30,所在地址：端履门2号,绿化率：36%,所在区域：碑林 - 南大街,停车位：暂无信息,竣工时间：暂无信息
78,8965,5天前,3室1厅1卫,建面87㎡,南北向,暂无信息,"普通住宅 | 板楼	",无电梯,2000年,满五唯一,70年商品房,精装修,梅园小区,"雁塔 - 西影路 - 
西影路65号",容积率：1.60,所在地址：西影路65号,绿化率：20%,所在区域：雁塔 - 西影路,停车位：暂无信息,竣工时间：2018年
175,13779,5天前,3室2厅1卫,建面127㎡,南北向,中层(共18层),"普通住宅 | 板楼	",有电梯,2010年,满五唯一,70年商品房,精装修,曲江经典,"新城 - 其他 - 
西影路34号",容积率：3.80,所在地址：西影路34号,绿化率：18%,所在区域：新城 - 其他,停车位：20,竣工时间：2018年
225,17857,6天前,3室2厅2卫,建面126㎡,东南向,高层(共24层),"普通住宅 | 板塔结合	",有电梯,2004年,满五年,70年商品房,精装修,锦园新世纪花园社区,"未央 - 
玄武路69号",容积率：5.00,所在地址：玄武路69号,绿化率：53%,所在区域：未央,停车位：2800,竣工时间：2018年
69,6831,6天前,3室2厅2卫,建面101㎡,南北向,中层(共32层),"普通住宅 | 板楼	",有电梯,2017年,满二唯一,70年商品房,毛坯,奥韵华府,"泾渭新区 - 其他 - 
西韩路,近昭慧路",容积率：3.50,"所在地址：西韩路,近昭慧路",绿化率：38.6%,所在区域：泾渭新区 - 其他,停车位：暂无信息,竣工时间：2018年
104,11685,5天前,2室2厅1卫,建面89㎡,南北向,高层(共7层),"普通住宅 | 板楼	",无电梯,2006年,满五年,70年商品房,精装修,吉源美郡,"长安 - 
北长安街229号",容积率：0.79,所在地址：北长安街229号,绿化率：40%,所在区域：长安,停车位：暂无信息,竣工时间：2018年
280,14736,6天前,4室2厅2卫,建面190㎡,东南向,低层(共11层),"普通住宅 | 板楼	",有电梯,2005年,满五年,70年商品房,简单装修,锦园新世纪花园社区,"未央 - 
玄武路69号",容积率：5.00,所在地址：玄武路69号,绿化率：53%,所在区域：未央,停车位：2800,竣工时间：2018年
138,10615,6天前,3室2厅2卫,建面130㎡,南北向,高层(共6层),"普通住宅 | 板楼	",无电梯,2009年,不满两年,70年商品房,简单装修,吉源美郡,"长安 - 
北长安街229号",容积率：0.79,所在地址：北长安街229号,绿化率：40%,所在区域：长安,停车位：暂无信息,竣工时间：2018年
45,9000,5天前,1室0厅1卫,建面50㎡,南向,中层(共32层),"普通住宅 | 板塔结合	",有电梯,2013年,满二唯一,70年商品房,精装修,隆源国际城,"未央 - 草滩 - 
尚新路,近尚贤路",容积率：3.32,"所在地址：尚新路,近尚贤路",绿化率：30%,所在区域：未央 - 草滩,停车位：暂无信息,竣工时间：2018年
114,14250,5天前,2室1厅1卫,建面80㎡,南向,高层(共7层),"普通住宅 | 板楼	",无电梯,2005年,满五年,70年商品房,精装修,吉源美郡,"长安 - 
北长安街229号",容积率：0.79,所在地址：北长安街229号,绿化率：40%,所在区域：长安,停车位：暂无信息,竣工时间：2018年
51,12814,6天前,1室0厅1卫,建面39㎡,北向,低层(共26层),"普通住宅 | 板楼	",有电梯,2012年,满五年,70年商品房,精装修,领地国际,"碑林 - 太乙路 - 
西延路6号",容积率：4.16,所在地址：西延路6号,绿化率：30%,所在区域：碑林 - 太乙路,停车位：暂无信息,竣工时间：2018年
265,24525,今天,3室2厅1卫,建面108㎡,南北向,低层(共32层),"普通住宅 | 板楼	",有电梯,2015年,不满两年,70年商品房,精装修,曲江千林郡,"雁塔 - 其他 - 
雁塔南路888号",容积率：3.50,所在地址：雁塔南路888号,绿化率：40%,所在区域：雁塔 - 其他,停车位：一期共1900个地下。,竣工时间：2018年
165,11224,今天,3室2厅2卫,建面147㎡,南北向,低层(共33层),"普通住宅 | 板楼	",有电梯,2001年,不满两年,70年商品房,精装修,西延澜山小区,"长安 - 其他 - 
雁塔南路航天段56号",容积率：2.80,所在地址：雁塔南路航天段56号,绿化率：26%,所在区域：长安 - 其他,停车位：暂无数据,竣工时间：2018年
73,7087,今天,3室2厅1卫,建面103㎡,南北向,中层(共32层),"普通住宅 | 板楼	",有电梯,2018年,唯一住房,70年商品房,毛坯,乾基九境城,"未央 - 经济技术开发区 - 
鹿苑大道,近西高路",容积率：2.98,"所在地址：鹿苑大道,近西高路",绿化率：36%,所在区域：未央 - 经济技术开发区,停车位：暂无信息,竣工时间：2018年
185,17926,今天,2室2厅2卫,建面103㎡,南向,低层(共27层),"普通住宅 | 板楼	",有电梯,2013年,不满两年,70年商品房,毛坯,曲江风景线,"曲江新区 - 大唐芙蓉园 - 
新开门北路,近曲江路",容积率：3.50,"所在地址：新开门北路,近曲江路",绿化率：39%,所在区域：曲江新区 - 大唐芙蓉园,"停车位：1661个,车位比例1:1.6",竣工时间：2018年
140,11290,今天,4室2厅2卫,建面124㎡,南北向,高层(共7层),"普通住宅 | 板楼	",无电梯,2000年,不满两年,70年商品房,简单装修,翠微园小区,"雁塔 - 翠华路 - 
翠华路170号",容积率：暂无信息,所在地址：翠华路170号,绿化率：10%,所在区域：雁塔 - 翠华路,停车位：暂无信息,竣工时间：1995年
140,14155,今天,3室2厅1卫,建面98㎡,南向,低层(共32层),"普通住宅 | 板楼	",有电梯,2018年,不满两年,70年商品房,精装修,三迪枫丹,"曲江新区 - 芙蓉西路 - 
阳春路359号",容积率：3.50,所在地址：阳春路359号,绿化率：38.5%,所在区域：曲江新区 - 芙蓉西路,停车位：暂无信息,竣工时间：2018年
77,7938,今天,3室1厅1卫,建面97㎡,南北向,高层(共8层),"普通住宅 | 板塔结合	",无电梯,2000年,满两年,70年商品房,简单装修,古迹岭小区,暂无信息,容积率：暂无信息,所在地址：东关南街,绿化率：20%,所在区域：,停车位：暂无信息,竣工时间：1998年
26,3880,今天,2室1厅1卫,建面67㎡,北向,低层(共15层),"普通住宅 | 板塔结合	",有电梯,2011年,满五年,70年商品房,简单装修,水榭名都,"泾渭新区 - 马家湾 - 
泾渭路",容积率：2.40,所在地址：泾渭路,绿化率：36%,所在区域：泾渭新区 - 马家湾,停车位：暂无信息,竣工时间：2018年
